"Species","SpecCode","Suporder","Order","Family","Maximum_body_length","Body_elongation","Vertical_eye_position","Relative_eye_size","Oral_gape_position","Relative_maxillary_length"
"Laimosemion_dibaphus",57478,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.288720964,0.485781654,0.526266026,0.515191803,0.275269231
"Laimosemion_geayi",49755,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.932161153,0.539958614,0.449211848,0.61169846,0.19946358
"Laimosemion_gransabanae",46237,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.506424315,0.388334851,0.595308621,0.439719027,0.241640271
"Laimosemion_lyricauda",49773,"Teleostei","Cyprinodontiformes","Rivulidae",6,5.207675731,0.465101857,0.454617738,0.489339478,0.43653772
"Laimosemion_tecminae",46234,"Teleostei","Cyprinodontiformes","Rivulidae",6,5.064398383,0.455432345,0.458100156,0.44399398,0.558733254
"Laimosemion_torrenticola",61593,"Teleostei","Cyprinodontiformes","Rivulidae",3.2,3.98875376,0.53499972,0.595770369,0.633198827,0.351067144
"Laimosemion_xiphidius",49805,"Teleostei","Cyprinodontiformes","Rivulidae",4.5,4.646255043,0.537274162,0.594280491,0.627661814,0.351103421
"Lamontichthys_filamentosus",50512,"Teleostei","Siluriformes","Loricariidae",17,7.717,0.529207547,0.17182034,0,0
"Lamontichthys_llanero",57429,"Teleostei","Siluriformes","Loricariidae",20.2,7.235294118,0.476720588,0.415936653,0,0
"Lamontichthys_stibaros",50513,"Teleostei","Siluriformes","Loricariidae",24.2,9.224038696,0.648906054,0.345914189,0,0
"Landonia_latidens",53452,"Teleostei","Characiformes","Characidae",4.21,3.420023741,0.516597906,0.519986138,0.616127238,0.263891666
"Lasiancistrus_caucanus",49817,"Teleostei","Siluriformes","Loricariidae",23.5,6.200018182,0.775,0.291582448,0,0
"Lasiancistrus_guacharote",49900,"Teleostei","Siluriformes","Loricariidae",11.95,5.302063218,0.683487482,0.248285714,0,0
"Lasiancistrus_heteracanthus",49901,"Teleostei","Siluriformes","Loricariidae",15.3,6.604208333,0.7009375,0.371538538,0,0
"Lasiancistrus_schomburgkii",48199,"Teleostei","Siluriformes","Loricariidae",14.4,5.841182971,0.639144696,0.35608,0,0
"Lebiasina_bimaculata",11913,"Teleostei","Characiformes","Lebiasinidae",16,4.363184721,0.594115664,0.510617945,0.617151244,0.268881661
"Lebiasina_chucuriensis",61561,"Teleostei","Characiformes","Lebiasinidae",15,4.884726739,0.596761082,0.46819188,0.556099892,0.572257435
"Lebiasina_floridablancaensis",53707,"Teleostei","Characiformes","Lebiasinidae",13,4.907858633,0.665261383,0.378327858,0.661116986,0.682875874
"Lebiasina_multimaculata",50852,"Teleostei","Characiformes","Lebiasinidae",15,4.656279093,0.526117807,0.520231214,0.546825856,0.403709402
"Leiarius_marmoratus",13262,"Teleostei","Siluriformes","Pimelodidae",100,4.825020781,0.677653692,0.295277778,0.361415302,0.365361111
"Leiarius_pictus",48541,"Teleostei","Siluriformes","Pimelodidae",60,4.839128957,0.5805555,0.366336975,0.283828911,0.35144915
"Leporacanthicus_galaxias",54655,"Teleostei","Siluriformes","Loricariidae",21.1,4.028770674,0.61255773,0.367039621,0,0
"Leporacanthicus_heterodon",57544,"Teleostei","Siluriformes","Loricariidae",16,4.779532533,0.742237336,0.274564407,0,0
"Leporacanthicus_joselimai",57545,"Teleostei","Siluriformes","Loricariidae",10,4.872780148,0.816820877,0.321452183,0,0
"Leporacanthicus_triactis",53592,"Teleostei","Siluriformes","Loricariidae",25,3.936010771,0.707658816,0.300331663,0,0
"Leporellus_pictus",53284,"Teleostei","Characiformes","Anostomidae","NA",4.368502321,0.48112387,0.375712871,0.271551429,0.219841584
"Leporellus_vittatus",13255,"Teleostei","Characiformes","Anostomidae",30,3.627733207,0.51802125,0.363815726,0.343941296,0.189130017
"Leporinus_affinis",25646,"Teleostei","Characiformes","Anostomidae",30,3.675385769,0.425525075,0.2765,0.415034291,0.316545455
"Leporinus_agassizii",53285,"Teleostei","Characiformes","Anostomidae",23.4,3.002255056,0.487826966,0.371582895,0.433760674,0.240506416
"Leporinus_amae",58474,"Teleostei","Characiformes","Anostomidae",19.4,3.538109524,0.595314286,0.365991617,0.395266667,0.23253371
"Leporinus_amblyrhynchus",52566,"Teleostei","Characiformes","Anostomidae",27.4,4.047999213,0.523559716,0.388381173,0.312193072,0.246376812
"Leporinus_arcus",12328,"Teleostei","Characiformes","Anostomidae",40,3.081416621,0.499179569,0.37342142,0.389012016,0.211807226
"Leporinus_boehlkei",52568,"Teleostei","Characiformes","Anostomidae",16,3.193252458,0.507391423,0.431100897,0.462991892,0.22774307
"Leporinus_brunneus",52631,"Teleostei","Characiformes","Anostomidae",26,4.600968617,0.549922511,0.38590398,0.40414568,0.214124086
"Leporinus_cylindriformis",53290,"Teleostei","Characiformes","Anostomidae",19.86,4.664264907,0.498268787,0.466045455,0.401400995,0.257636364
"Leporinus_desmotes",27664,"Teleostei","Characiformes","Anostomidae",22,4.69648727,0.501804705,0.437183201,0.358169513,0.44288559
"Leporinus_ecuadorensis",14162,"Teleostei","Characiformes","Anostomidae",25,3.306008671,0.475111014,0.374822477,0.335033924,0.262996406
"Leporinus_fasciatus",5352,"Teleostei","Characiformes","Anostomidae",37,3.993245825,0.471389875,0.459670807,0.521882886,0.307937888
"Leporinus_friderici",12330,"Teleostei","Characiformes","Anostomidae",40,3.39105718,0.472554325,0.360283086,0.464835413,0.264668959
"Leporinus_gossei",27840,"Teleostei","Characiformes","Anostomidae",25,3.175535263,0.528242187,0.513118111,0.495027865,0.227424232
"Leporinus_granti",27848,"Teleostei","Characiformes","Anostomidae",25,3.546677023,0.489329043,0.384836058,0.381257479,0.245780622
"Leporinus_jamesi",58477,"Teleostei","Characiformes","Anostomidae",15.49,3.74188818,0.507036875,0.480321444,0.502429054,0.407962307
"Leporinus_klausewitzi",53292,"Teleostei","Characiformes","Anostomidae","NA",3.144436607,0.511507548,0.344625515,0.483520677,0.184458738
"Leporinus_lacustris",52573,"Teleostei","Characiformes","Anostomidae",24,2.700861854,0.514284187,0.397062702,0.499342529,0.208862538
"Leporinus_lebaili",27847,"Teleostei","Characiformes","Anostomidae","NA",3.211026398,0.499114078,0.373932376,0.467528075,0.188534161
"Leporinus_maculatus",12331,"Teleostei","Characiformes","Anostomidae",20,4.157908314,0.541411858,0.486097608,0.418147468,0.26822866
"Leporinus_marcgravii",58478,"Teleostei","Characiformes","Anostomidae",11.85,3.784437831,0.56249521,0.346111092,0.478118693,0.278505743
"Leporinus_melanopleura",12332,"Teleostei","Characiformes","Anostomidae","NA",4.169370261,0.557818222,0.52017,0.516658126,0.41161
"Leporinus_melanostictus",27838,"Teleostei","Characiformes","Anostomidae",28,3.045381856,0.576039353,0.385042269,0.585748317,0.33318409
"Leporinus_microphthalmus",52575,"Teleostei","Characiformes","Anostomidae",12,4.08405788,0.56705825,0.364427723,0.429873083,0.21009885
"Leporinus_moralesi",51325,"Teleostei","Characiformes","Anostomidae",30,3.959491253,0.449043095,0.494117647,0.354231757,0.514561765
"Leporinus_niceforoi",53746,"Teleostei","Characiformes","Anostomidae",12.8,5.097601307,0.576901961,0.515478481,0.507267974,0.382618272
"Leporinus_nigrotaeniatus",12333,"Teleostei","Characiformes","Anostomidae",40,4.544607764,0.424707145,0.449322394,0.324414483,0.296349804
"Leporinus_nijsseni",27849,"Teleostei","Characiformes","Anostomidae",17,3.333302849,0.489780054,0.415120141,0.385888701,0.236902888
"Leporinus_octofasciatus",27665,"Teleostei","Characiformes","Anostomidae",31.2,3.620270143,0.509620489,0.337846966,0.413396186,0.279738619
"Leporinus_octomaculatus",52576,"Teleostei","Characiformes","Anostomidae",12.9,3.906020145,0.430295316,0.441466827,0.342300114,0.286131095
"Leporinus_ortomaculatus",56963,"Teleostei","Characiformes","Anostomidae",7.8,3.48962137,0.453730644,0.470611807,0.388105095,0.312596796
"Leporinus_parae",58479,"Teleostei","Characiformes","Anostomidae",23,3.068509293,0.41525643,0.430353191,0.453589286,0.342855227
"Leporinus_pearsoni",14172,"Teleostei","Characiformes","Anostomidae","NA",4.012146641,0.427829256,0.465464324,0.341230242,0.204989582
"Leporinus_piau",58480,"Teleostei","Characiformes","Anostomidae",33.02,3.133726647,0.510892071,0.356290672,0.449936446,0.244407538
"Leporinus_punctatus",56965,"Teleostei","Characiformes","Anostomidae","NA",3.560974322,0.547163504,0.347327149,0.623444084,0.217635682
"Leporinus_reticulatus",52581,"Teleostei","Characiformes","Anostomidae",13.59,4.108970146,0.499964908,0.399116622,0.23745143,0.24459197
"Leporinus_sexstriatus",52582,"Teleostei","Characiformes","Anostomidae",8,4.300947454,0.597936795,0.380566274,0.459483887,0.24059562
"Leporinus_steyermarki",53301,"Teleostei","Characiformes","Anostomidae",30,3.386407767,0.561366614,0.538105703,0.476581449,0.271895987
"Leporinus_striatus",51328,"Teleostei","Characiformes","Anostomidae",25,3.783592772,0.483971625,0.468741211,0.38049732,0.193621684
"Leporinus_subniger",53303,"Teleostei","Characiformes","Anostomidae","NA",3.424111655,0.531231785,0.401009837,0.504398278,0.25798729
"Leporinus_taeniatus",53304,"Teleostei","Characiformes","Anostomidae",19,4.63299306,0.401597565,0.380146489,0.24207851,0.279491538
"Leporinus_tigrinus",56940,"Teleostei","Characiformes","Anostomidae",20,3.652716523,0.491041484,0.413605746,0.430466376,0.388781956
"Leporinus_y.ophorus",51331,"Teleostei","Characiformes","Anostomidae","NA",4.026123803,0.414120355,0.426197764,0.368359683,0.210165587
"Leptagoniates_steindachneri",51151,"Teleostei","Characiformes","Characidae",8,4.393872487,0.452636111,0.599666436,0.54095266,0.363610242
"Lepthoplosternum_altamazonicum",46505,"Teleostei","Siluriformes","Callichthyidae",5,3.580077072,0.360743047,0.337994846,0.060121159,0.144999789
"Lepthoplosternum_beni",46507,"Teleostei","Siluriformes","Callichthyidae",5,3.682916816,0.390992705,0.33387619,0.138266506,0.249263492
"Lepthoplosternum_pectorale",46504,"Teleostei","Siluriformes","Callichthyidae",6.03,3.23904429,0.460759417,0.301818918,0.290107855,0.096329787
"Leptoancistrus_canensis",50073,"Teleostei","Siluriformes","Loricariidae",8,4.503064218,0.679920031,0.250099367,0,0
"Leptobrycon_jatuaranae",53453,"Teleostei","Characiformes","Characidae",3,3.205711924,0.524011837,0.622248436,0.550368822,0.740758085
"Leptocharacidium_omospilus",48733,"Teleostei","Characiformes","Crenuchidae",7,4.438602732,0.505928666,0.450213909,0.348623364,0.190831014
"Leptodoras_acipenserinus",47460,"Teleostei","Siluriformes","Doradidae",20.3,6.179820225,0.516977528,0.250730769,0,"NA"
"Leptodoras_copei",47583,"Teleostei","Siluriformes","Doradidae",14.2,5.360835052,0.56785567,0.277014533,0,"NA"
"Leptodoras_hasemani",47461,"Teleostei","Siluriformes","Doradidae",22.8,5.189679963,0.590674069,0.339409789,0,"NA"
"Leptodoras_juruensis",47462,"Teleostei","Siluriformes","Doradidae",29,8.100946281,0.565348443,0.276695652,0,"NA"
"Leptodoras_linnelli",47463,"Teleostei","Siluriformes","Doradidae",23,5.37128866,0.557082474,0.421843976,0,"NA"
"Leptodoras_myersi",54045,"Teleostei","Siluriformes","Doradidae",8,7.165438356,0.630726027,0.318558018,0,"NA"
"Leptodoras_praelongus",47480,"Teleostei","Siluriformes","Doradidae",18.5,4.881854545,0.581890909,0.344012821,0,"NA"
"Leptorhamdia_marmorata",47777,"Teleostei","Siluriformes","Heptapteridae",12.8,8.509080808,0.949899308,0.54520051,0.673877919,0.375468329
"Limatulichthys_griseus",50663,"Teleostei","Siluriformes","Loricariidae",23.7,11.97340277,0.598530643,0.307016918,0,0
"Liosomadoras_morrowi",57835,"Teleostei","Siluriformes","Auchenipteridae","NA",2.761987244,0.413477222,0.221759249,0.350772385,0.125024672
"Liosomadoras_oncinus",12106,"Teleostei","Siluriformes","Auchenipteridae",17,3.795540255,0.458680854,0.225878715,0.38216102,0.249432069
"Lithodoras_dorsalis",25730,"Teleostei","Siluriformes","Doradidae",100,4.472071051,0.339580309,0.413987265,0.160237251,"NA"
"Lithogenes_villosus",48120,"Teleostei","Siluriformes","Loricariidae",4.4,7.025232196,0.6026533,0.228675049,0,0
"Lithoxus_lithoides",48297,"Teleostei","Siluriformes","Loricariidae",9,7.795102564,0.69275641,0.310834488,0,0
"Llanolebias_stellifer",49795,"Teleostei","Cyprinodontiformes","Rivulidae",7.5,3.861988793,0.614493266,0.402389819,0.621773649,0.409370923
"Lonchogenys_ilisha",51956,"Teleostei","Characiformes","Characidae",6,3.059538622,0.711501826,0.668870703,0.668664205,0.443473943
"Lophiosilurus_alexandri",47746,"Teleostei","Siluriformes","Pseudopimelodidae",72,5.004531873,0.640164343,0.219776293,0.440737052,0.342029089
"Loricaria_apeltogaster",50630,"Teleostei","Siluriformes","Loricariidae",32.4,9.759259259,0.458697531,0.417613333,0,0
"Loricaria_cataphracta",23461,"Teleostei","Siluriformes","Loricariidae",30,8.663686612,0.576410834,0.438601435,0,0
"Loricaria_clavipinna",50631,"Teleostei","Siluriformes","Loricariidae",18,10.07606827,0.621132588,0.42945659,0,0
"Loricaria_lata",50632,"Teleostei","Siluriformes","Loricariidae",27,9.975402548,0.629522299,0.310035475,0,0
"Loricaria_lentiginosa",50633,"Teleostei","Siluriformes","Loricariidae",51.4,8.642020597,0.507831312,0.260992914,0,0
"Loricaria_nickeriensis",48375,"Teleostei","Siluriformes","Loricariidae",12,13.7392371,0.735521891,0.508493168,0,0
"Loricaria_parnahybae",50634,"Teleostei","Siluriformes","Loricariidae",16,7.927557543,0.482333262,0.277139788,0,0
"Loricaria_simillima",50637,"Teleostei","Siluriformes","Loricariidae",26.4,8.786302083,0.54865625,0.252599388,0,0
"Loricaria_tucumanensis",50638,"Teleostei","Siluriformes","Loricariidae",12.12,9.189781022,0.613313869,0.283010101,0,0
"Loricariichthys_anus",50667,"Teleostei","Siluriformes","Loricariidae",46,8.304128552,0.522877465,0.265612412,0,0
"Loricariichthys_brunneus",63642,"Teleostei","Siluriformes","Loricariidae","NA",6.978978947,0.452757895,0.278631641,0,0
"Loricariichthys_castaneus",50671,"Teleostei","Siluriformes","Loricariidae",39.6,9.796293354,0.542421142,0.375634873,0,0
"Loricariichthys_chanjoo",50672,"Teleostei","Siluriformes","Loricariidae",23,8.40194051,0.616202999,0.223838321,0,0
"Loricariichthys_edentatus",58315,"Teleostei","Siluriformes","Loricariidae",12,11.32210773,0.627156707,0.450754254,0,0
"Loricariichthys_maculatus",23463,"Teleostei","Siluriformes","Loricariidae","NA",8.375645833,0.458333333,0.358231826,0,0
"Loricariichthys_melanocheilus",58316,"Teleostei","Siluriformes","Loricariidae",43,8.232142857,0.452071429,0.4475,0,0
"Loricariichthys_platymetopon",50677,"Teleostei","Siluriformes","Loricariidae",38.3,8.259375543,0.682214181,0.242457869,0,0
"Loricariichthys_rostratus",58317,"Teleostei","Siluriformes","Loricariidae",28,9.048411307,0.667455394,0.263444308,0,0
"Loricariichthys_stuebelii",50679,"Teleostei","Siluriformes","Loricariidae",19,9.678295652,0.782608696,0.2,0,0
"Loricariichthys_ucayalensis",50680,"Teleostei","Siluriformes","Loricariidae",22,8.810764073,0.50740018,0.353441022,0,0
"Luciopimelodus_pati",12117,"Teleostei","Siluriformes","Pimelodidae",103,5.995111868,0.541479288,0.214985504,0.297282199,0.697115865
"Lycengraulis_batesii",551,"Teleostei","Clupeiformes","Engraulidae",30,3.798103375,0.654279142,0.535726849,0.613342097,0.884003166
"Lycengraulis_grossidens",552,"Teleostei","Clupeiformes","Engraulidae",24,4.641661328,0.630589032,0.505287981,0.574635255,1.321304369
"Macropsobrycon_uruguayanae",53326,"Teleostei","Characiformes","Characidae",5,3.281876337,0.538610686,0.558479689,0.588838505,0.648931042
"Maratecoara_formosa",49653,"Teleostei","Cyprinodontiformes","Rivulidae",5,3.141911884,0.376392067,0.478898847,0.39959399,0.224179094
"Markiana_geayi",51957,"Teleostei","Characiformes","Characidae",10.4,2.059868658,0.495625336,0.39352459,0.508786719,0.238688525
"Markiana_nigripinnis",53327,"Teleostei","Characiformes","Characidae",10.4,2.157128572,0.455490927,0.493127015,0.494776342,0.496623249
"Mastiglanis_asopos",53247,"Teleostei","Siluriformes","Heptapteridae",6.6,9.833452381,0.69947619,0.372635745,0.317666667,0.671797707
"Mazarunia_mazarunii",52018,"Teleostei","Perciformes","Cichlidae",5.3,2.415949543,0.487861457,0.428946429,0.37965685,0.209017857
"Megadontognathus_kaitukaensis",54941,"Teleostei","Gymnotiformes","Apteronotidae",16,9.948974455,0.485699119,0.17733445,0.225491722,0.183135996
"Megalancistrus_barrae",49947,"Teleostei","Siluriformes","Loricariidae",38.5,4.731468976,0.572424812,0.262048231,0,0
"Megalancistrus_parananus",49946,"Teleostei","Siluriformes","Loricariidae",60,4.647742671,0.678671102,0.212942738,0,0
"Megalechis_picta",12207,"Teleostei","Siluriformes","Callichthyidae",15.5,3.558931282,0.463632149,0.226804124,0.304542686,"NA"
"Megalechis_thoracata",46502,"Teleostei","Siluriformes","Callichthyidae",12.4,3.288609669,0.479316828,0.181818182,0.21334402,0.13589899
"Megaleporinus_elongatus",53291,"Teleostei","Characiformes","Anostomidae",50,3.662474812,0.496447955,0.433333333,0.467980114,0.246083333
"Megaleporinus_macrocephalus",52574,"Teleostei","Characiformes","Anostomidae",68.4,3.331926701,0.468228527,0.280553637,0.46489693,0.272187394
"Megaleporinus_muyscorum",53260,"Teleostei","Characiformes","Anostomidae",26,3.831314869,0.423820896,0.381767469,0.342452264,0.195587249
"Megaleporinus_obtusidens",23445,"Teleostei","Characiformes","Anostomidae",76,3.360849308,0.485040158,0.316909506,0.4494364,0.290916215
"Megaleporinus_piavussu",66791,"Teleostei","Characiformes","Anostomidae",38.02,3.102652657,0.414630101,0.311111111,0.399996098,0.267133333
"Megaleporinus_reinhardti",51875,"Teleostei","Characiformes","Anostomidae",17,3.42649745,0.46823496,0.337010526,0.426908034,0.254378947
"Megaleporinus_trifasciatus",25647,"Teleostei","Characiformes","Anostomidae",23.8,3.762483025,0.549968587,0.339393939,0.458227361,0.185518182
"Megalodoras_uranoscopus",25732,"Teleostei","Siluriformes","Doradidae",60,3.762053987,0.456073534,0.174041518,0.229545455,"NA"
"Megalonema_amaxanthum",64682,"Teleostei","Siluriformes","Pimelodidae",10.6,4.761425532,0.531914894,0.269230769,0.312056738,0.367128205
"Megalonema_platanum",47742,"Teleostei","Siluriformes","Pimelodidae",40,5.279043462,0.518454243,0.248797177,0.215667884,"NA"
"Megalonema_platycephalum",47744,"Teleostei","Siluriformes","Pimelodidae",30,4.785731458,0.609425712,0.362973684,0.300479324,0.328947368
"Megalonema_xanthum",47741,"Teleostei","Siluriformes","Pimelodidae",15.93,4.92958267,0.429670269,0.311434428,0.176867712,0.347112644
"Melanocharacidium_blennioides",48744,"Teleostei","Characiformes","Crenuchidae",5.5,5.025792826,0.643075577,0.415693063,0.462203127,0.482064521
"Melanocharacidium_depressum",48812,"Teleostei","Characiformes","Crenuchidae",3.4,5.992965514,0.506706663,0.52769819,0.158429433,0.30248994
"Melanocharacidium_dispilomma",28027,"Teleostei","Characiformes","Crenuchidae",5,5.237853054,0.565073326,0.407171907,0.382876731,0.372958934
"Melanocharacidium_melanopteron",48814,"Teleostei","Characiformes","Crenuchidae",7.19,5.489080586,0.604794872,0.539059748,0.44010989,0.40741195
"Melanocharacidium_pectorale",48818,"Teleostei","Characiformes","Crenuchidae",4.36,5.819244491,0.560041973,0.460693473,0.373392295,0.311357766
"Melanocharacidium_rex",48821,"Teleostei","Characiformes","Crenuchidae",10,4.660494201,0.513091276,0.532215864,0.397740797,0.505626343
"Melanorivulus_apiamici",61798,"Teleostei","Cyprinodontiformes","Rivulidae",3,3.876078221,0.555070552,0.484547239,0.622745399,0.296847757
